Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,25%,55%,10%,0%,10%.1,0%.1,0%.2,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
9,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate9,Candidate9_MSD_SA_CRM_1,50,100,100,100,90,100,100,87,1.Manufacturing is present but not dominant.,English,Pune,India,,,,,,,,,,,,,
10,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate10,Candidate10_MSD_SA_CRM_1,75,100,100,100,100,100,100,94,,English,Pune,India,,,,,,,,,,,,,
11,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate11,Candidate11_MSD_SA_CRM_1,0,100,100,100,75,100,100,73,1.manufacturing domain less exposure,English,Pune,India,,,,,,,,,,,,,
12,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate12,Candidate12_MSD_SA_CRM_1,100,50,100,100,75,100,100,70,"1. She has done technical airchitect not a solution airchitect. 
2. She has worked on field serivce.",English,Pune,India,,,,,,,,,,,,,
13,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate13,Candidate13_MSD_SA_CRM_1,50,50,100,100,10,100,100,51,1.manufacturing is referenced but not dominant,English,Pune,India,,,,,,,,,,,,,
14,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate14,Candidate14_MSD_SA_CRM_1,50,100,100,100,10,100,100,79,,English,Pune,India,,,,,,,,,,,,,
15,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate15,Candidate15_MSD_SA_CRM_1,75,100,100,100,100,100,100,94,,English,Pune,India,,,,,,,,,,,,,
16,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate16,Candidate16_MSD_SA_CRM_1,0,100,100,100,100,100,100,75,1. Not worked on Manufacturing domain,English,Pune,India,,,,,,,,,,,,,
17,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate17,Candidate17_MSD_SA_CRM_1,0,40,100,100,25,100,100,35,1.Limited exposure to D365?Sales.,English,Pune,India,,,,,,,,,,,,,
18,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate18,Candidate18_MSD_SA_CRM_1,0,100,100,100,10,100,100,66,1. No exposure of manufacturing,English,Pune,India,,,,,,,,,,,,,
19,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate19,Candidate19_MSD_SA_CRM_1,0,100,100,100,0,100,100,65,1. No manufacturing domain and role also not in architec solution,English,Pune,India,,,,,,,,,,,,,
20,MSD_SA_CRM_1,"Manufacturing, Industrial Machine","Microsoft Dynamics 365 CRM, Field Service","Team Player, Proactive, Good communication, Hardworking",5,"Airchitect, Solution Airchitect, Technical Airchitect",Bachelor of Engineering,,Candidate20,Candidate20_MSD_SA_CRM_1,,,,,,,,,,English,Pune,India,,,,,,,,,,,,,
1,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate1,Candidate1_SAP_FA_CS_1,75,75,75,100,100,100,100,78,"1. Main skill based on integration and interface experience is not coming out and mainly.
2. Soft skill is based on ""Stake holders' management, client escalation & engagement. Team management & handling ""
3. Role is 100% as he has done lead role as it covers indiviaul contributor and pass experience details.
4. Qualification is not given but it is assumed looking at present company and given 100%",English,Pune,India,,,,,,,,,,,,,
2,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate2,Candidate2_SAP_FA_CS_1,0,25,25,100,100,100,100,26,1. Main skill SAP CS is missing.,English,Pune,India,,,,,,,,,,,,,
3,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate3,Candidate3_SAP_FA_CS_1,100,25,100,50,0,100,100,49,"1. SAP experience is less than 5 ( 3 years only).
2. Missing SAP CS and lnterface experience. Very limited experience in developmenent.",English,Pune,India,,,,,,,,,,,,,
4,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate4,Candidate4_SAP_FA_CS_1,0,0,0,50,0,100,100,0,1. This is not SAP functional consultant profie. He was worked on specific SAP integration technology that is not required for this project.,English,Pune,India,,,,,,,,,,,,,
5,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate5,Candidate5_SAP_FA_CS_1,100,25,100,100,100,100,100,59,1. SAP CS and interface work is missing.,English,Pune,India,,,,,,,,,,,,,
6,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate6,Candidate6_SAP_FA_CS_1,100,25,100,100,100,100,100,59,1. SAP CS and interface work is missing.,English,Pune,India,,,,,,,,,,,,,
7,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate7,Candidate7_SAP_FA_CS_1,100,15,100,100,100,100,100,53,1. SAP CS and interface work is missing. Also Development work.,English,Pune,India,,,,,,,,,,,,,
8,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate8,Candidate8_SAP_FA_CS_1,50,15,0,100,100,0,100,31,"1. SAP CS and interface work is missing. Also Development work.
2. Not sure on development guess based on worked on Johnson and Johnson. No mention of soft skill and qualification",English,Pune,India,,,,,,,,,,,,,
9,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate9,Candidate9_SAP_FA_CS_1,100,15,0,100,100,100,100,43,1. SAP CS and interface work is missing. Also Development work.,English,Pune,India,,,,,,,,,,,,,
10,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate10,Candidate10_SAP_FA_CS_1,0,15,0,100,100,100,100,18,"1. SAP CS and interface work is missing. Also Development work.
2. Can't make out domain.
3. Not much mention of softskill",English,Pune,India,,,,,,,,,,,,,
11,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate11,Candidate11_SAP_FA_CS_1,50,15,0,100,100,100,100,31,"1. SAP CS and interface work is missing. 
2. Work on manufacturing project but not industrial.
3. No mention of sofksill",English,Pune,India,,,,,,,,,,,,,
12,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate12,Candidate12_SAP_FA_CS_1,0,0,0,100,100,100,100,10,"1. Not relevant SAP functional skill set and not looked at domain.
2. No mention of softskill",English,Pune,India,,,,,,,,,,,,,
13,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate13,Candidate13_SAP_FA_CS_1,50,0,0,50,100,100,100,23,"1. Not matching SAP skill set.
2. Worked on Manufacturing company project.
3.  Considered work only relevant for SAP development.",English,Pune,India,,,,,,,,,,,,,
14,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate14,Candidate14_SAP_FA_CS_1,50,15,100,100,100,100,100,41,1. SAP CS and interface work is missing. ,English,Pune,India,,,,,,,,,,,,,
15,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate15,Candidate15_SAP_FA_CS_1,50,15,0,100,100,100,100,31,"1. SAP CS and interface work is missing. Also Development work.
2. Worked in Manufacturing and Maintenance engineer experience for domain 100%
3. No mention of softskill.",English,Pune,India,,,,,,,,,,,,,
16,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate16,Candidate16_SAP_FA_CS_1,100,15,10,100,100,100,100,44,"1. SAP CS and interface work is missing. Also Development work.
2. Softskill score is 25% as only proactive is mentioned in some work. Not specified any softskill",English,Pune,India,,,,,,,,,,,,,
17,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate17,Candidate17_SAP_FA_CS_1,100,50,100,100,100,100,100,73,"1. SAP interface and development work is missing.
2. file is in reviewed to be interviewed folder.",English,Pune,India,,,,,,,,,,,,,
18,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate18,Candidate18_SAP_FA_CS_1,100,75,0,80,100,100,100,76,"1. Only SAP interface experience is missing. Worked on SAP CS and development.
2. No mention of soft skill so it is zero.
3. Only 4 years of experience so it's score is 80%.
4. The file is in rejected after interview folder.",English,Pune,India,,,,,,,,,,,,,
19,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate19,Candidate19_SAP_FA_CS_1,100,75,0,100,100,100,100,76,"1. SAP CS  skill is missing but worked on SAP PM, Development and interface.
2. No mention of softskill.",English,Pune,India,,,,,,,,,,,,,
20,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate20,Candidate20_SAP_FA_CS_1,50,0,100,70,100,100,100,33,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
21,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate21,Candidate21_SAP_FA_CS_1,0,0,0,100,100,100,100,10,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
22,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate22,Candidate22_SAP_FA_CS_1,0,0,100,80,100,100,100,20,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
23,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate23,Candidate23_SAP_FA_CS_1,50,0,100,100,100,100,100,33,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
24,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate24,Candidate24_SAP_FA_CS_1,50,0,100,100,100,100,100,33,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
25,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate25,Candidate25_SAP_FA_CS_1,0,0,100,100,100,100,100,20,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
26,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate26,Candidate26_SAP_FA_CS_1,0,0,0,0,0,0,0,0,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
27,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate27,Candidate27_SAP_FA_CS_1,100,0,100,100,100,100,100,45,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
28,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate28,Candidate28_SAP_FA_CS_1,50,0,100,100,100,100,100,33,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
29,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate29,Candidate29_SAP_FA_CS_1,100,0,100,100,100,100,100,45,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
30,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate30,Candidate30_SAP_FA_CS_1,50,0,100,80,100,100,100,33,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
31,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate31,Candidate31_SAP_FA_CS_1,80,0,100,100,100,100,100,40,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
32,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate32,Candidate32_SAP_FA_CS_1,0,0,100,100,80,100,100,18,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
33,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate33,Candidate33_SAP_FA_CS_1,0,0,100,100,100,100,100,20,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
34,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate34,Candidate34_SAP_FA_CS_1,100,0,100,75,100,100,100,45,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
35,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate35,Candidate35_SAP_FA_CS_1,80,0,100,75,85,100,100,39,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
36,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate36,Candidate36_SAP_FA_CS_1,50,0,100,100,90,100,100,32,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
37,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate37,Candidate37_SAP_FA_CS_1,0,0,100,100,100,100,100,20,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
38,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate38,Candidate38_SAP_FA_CS_1,0,0,100,100,100,100,100,20,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
39,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate39,Candidate39_SAP_FA_CS_1,75,0,100,100,90,100,100,38,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
40,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate40,Candidate40_SAP_FA_CS_1,0,0,100,100,75,100,100,18,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
41,SAP_FA_CS_1,"Manufacturing, Industrial Machine","SAP CS, SAP Inegration, SAP Interface, Enhacement, Custom Development","Team Player, Proactive, Good communication, Hardworking",5,"Functional Consultant, Functional Analyst",Bachelor of Engineering,,Candidate41,Candidate41_SAP_FA_CS_1,0,0,100,100,100,100,100,20,1. SAP ABAP reumes are added to get 0 technical score,English,Pune,India,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SAP_TA_ABAP_1,"Manufacturing, Industrial Machine","SAP ABAP, IDOC, RFC, BAPI, SAP interface","Team Player, Proactive, Good communication, Hardworking",5,"Technical Analyst, Developer",Bachelor of Engineering,,Candidate1,Candidate1_SAP_TA_ABAP_1,50,100,100,70,100,100,100,88,,English,Pune,India,,,,,,,,,,,,,
2,SAP_TA_ABAP_1,"Manufacturing, Industrial Machine","SAP ABAP, IDOC, RFC, BAPI, SAP interface","Team Player, Proactive, Good communication, Hardworking",5,"Technical Analyst, Developer",Bachelor of Engineering,,Candidate2,Candidate2_SAP_TA_ABAP_1,0,100,0,100,100,100,100,65,,English,Pune,India,,,,,,,,,,,,,
3,SAP_TA_ABAP_1,"Manufacturing, Industrial Machine","SAP ABAP, IDOC, RFC, BAPI, SAP interface","Team Player, Proactive, Good communication, Hardworking",5,"Technical Analyst, Developer",Bachelor of Engineering,,Candidate3,Candidate3_SAP_TA_ABAP_1,0,50,100,80,100,100,100,48,,English,Pune,India,,,,,,,,,,,,,
